,name,link,orgnr,info1,info2,info3
2419,Chabber AB,https://kreditrapporten.se/kreditupplysning/5592202518/chabber-ab,5592202518,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-01 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2420,AB Mackandersson,https://kreditrapporten.se/kreditupplysning/5569748972/ab-mackandersson,5569748972,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-27 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2421,Green Food and Beverage Island AB,https://kreditrapporten.se/kreditupplysning/5590629571/green-food-and-beverage-island-ab,5590629571,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2422,Ferimex International AB,https://kreditrapporten.se/kreditupplysning/5566414370/ferimex-international-ab,5566414370,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-09 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2423,Ecenerge AB,https://kreditrapporten.se/kreditupplysning/5568008105/ecenerge-ab,5568008105,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2424,Bizmaker Sweden AB,https://kreditrapporten.se/kreditupplysning/5568370885/bizmaker-sweden-ab,5568370885,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2425,E.M.N Konsulting AB,https://kreditrapporten.se/kreditupplysning/5568119738/e-m-n-konsulting-ab,5568119738,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-27 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2426,MZA Consult & Marketing AB,https://kreditrapporten.se/kreditupplysning/5590213319/mza-consult-och-marketing-ab,5590213319,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-02 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2427,Masry Transport och Bygg AB,https://kreditrapporten.se/kreditupplysning/5590210018/masry-transport-och-bygg-ab,5590210018,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-22 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2428,Aktiebolaget Wienna-Konfektion,https://kreditrapporten.se/kreditupplysning/5560442153/aktiebolaget-wienna-konfektion,5560442153,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-09 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2429,Briljant Interiör Malmö AB,https://kreditrapporten.se/kreditupplysning/5569482051/briljant-interior-malmo-ab,5569482051,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-27 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2430,Nordisk markskruvar AB,https://kreditrapporten.se/kreditupplysning/5590474150/nordisk-markskruvar-ab,5590474150,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-02 - <span title=""Företaget har postadress i""></span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2431,Hercules Vin & Öl AB,https://kreditrapporten.se/kreditupplysning/5568429087/hercules-vin-och-ol-ab,5568429087,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-14 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lunds Kommun"">Lunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2432,Vienvi Holdning AB,https://kreditrapporten.se/kreditupplysning/5590148176/vienvi-holdning-ab,5590148176,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-08 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lunds Kommun"">Lunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2433,Klostergatans Ost AB,https://kreditrapporten.se/kreditupplysning/5567241665/klostergatans-ost-ab,5567241665,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-17 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lunds Kommun"">Lunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2434,Maringruppen Öresund AB,https://kreditrapporten.se/kreditupplysning/5591759526/maringruppen-oresund-ab,5591759526,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Helsingborg"">Helsingborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Helsingborgs Kommun"">Helsingborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2435,Saga & Agnes Måleri AB,https://kreditrapporten.se/kreditupplysning/5591678023/saga-och-agnes-maleri-ab,5591678023,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-22 - <span title=""Företaget har postadress i Helsingborg"">Helsingborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Helsingborgs Kommun"">Helsingborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2436,Funktionsmedicinsk partner HBG AB,https://kreditrapporten.se/kreditupplysning/5592118821/funktionsmedicinsk-partner-hbg-ab,5592118821,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-02 - <span title=""Företaget har postadress i Helsingborg"">Helsingborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Helsingborgs Kommun"">Helsingborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2437,Protein Goodies Sweden AB,https://kreditrapporten.se/kreditupplysning/5590948047/protein-goodies-sweden-ab,5590948047,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-07 - <span title=""Företaget har postadress i Helsingborg"">Helsingborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Helsingborgs Kommun"">Helsingborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2438,Kent Nilsson Allservice AB,https://kreditrapporten.se/kreditupplysning/5569043143/kent-nilsson-allservice-ab,5569043143,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-21 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Helsingborgs Kommun"">Helsingborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2439,Bord 10 AB,https://kreditrapporten.se/kreditupplysning/5591219372/bord-10-ab,5591219372,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-08 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Trelleborgs Kommun"">Trelleborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>"
2440,Bibbi Kronning Aktiebolag,https://kreditrapporten.se/kreditupplysning/5563817021/bibbi-kronning-aktiebolag,5563817021,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Tomelilla"">Tomelilla</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Simrishamns Kommun"">Simrishamns Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2441,Starnor Sverige Aktiebolag,https://kreditrapporten.se/kreditupplysning/5562163617/starnor-sverige-aktiebolag,5562163617,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-01 - <span title=""Företaget har postadress i Helsingborg"">Helsingborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ängelholms Kommun"">Ängelholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2442,High Tech Europa AB,https://kreditrapporten.se/kreditupplysning/5591512289/high-tech-europa-ab,5591512289,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Halmstad"">Halmstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Hylte Kommun"">Hylte Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2443,Nielsen Bageri & Konditori AB,https://kreditrapporten.se/kreditupplysning/5592167604/nielsen-bageri-och-konditori-ab,5592167604,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-09 - <span title=""Företaget har postadress i Halmstad"">Halmstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Hylte Kommun"">Hylte Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2444,Icepop Sweden AB,https://kreditrapporten.se/kreditupplysning/5566307160/icepop-sweden-ab,5566307160,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-08 - <span title=""Företaget har postadress i Falkenberg"">Falkenberg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Halmstads Kommun"">Halmstads Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>"
2445,JnC Nutrition AB,https://kreditrapporten.se/kreditupplysning/5591860837/jnc-nutrition-ab,5591860837,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-01 - <span title=""Företaget har postadress i Halmstad"">Halmstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Halmstads Kommun"">Halmstads Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2446,Taibba chark och Grill Restaurang AB,https://kreditrapporten.se/kreditupplysning/5591517452/taibba-chark-och-grill-restaurang-ab,5591517452,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-03 - <span title=""Företaget har postadress i Halmstad"">Halmstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Laholms Kommun"">Laholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2447,Badekade AB,https://kreditrapporten.se/kreditupplysning/5590420146/badekade-ab,5590420146,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-30 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Varbergs Kommun"">Varbergs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2448,Två Flaggor AB,https://kreditrapporten.se/kreditupplysning/5569457905/tva-flaggor-ab,5569457905,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-30 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Varbergs Kommun"">Varbergs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2449,Restaurangbolaget i Trollhättan AB,https://kreditrapporten.se/kreditupplysning/5591692875/restaurangbolaget-i-trollhattan-ab,5591692875,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-23 - <span title=""Företaget har postadress i Onsala"">Onsala</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kungsbacka Kommun"">Kungsbacka Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2450,Pelago Redovisning Kungsbacka AB,https://kreditrapporten.se/kreditupplysning/5568136849/pelago-redovisning-kungsbacka-ab,5568136849,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-14 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kungsbacka Kommun"">Kungsbacka Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2451,Roslundens Bygg & Trädgård Entreprenad Aktiebolag,https://kreditrapporten.se/kreditupplysning/5591550859/roslundens-bygg-och-tradgard-entreprenad-aktiebolag,5591550859,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-28 - <span title=""Företaget har postadress i Härryda"">Härryda</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Härryda Kommun"">Härryda Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2452,Kymsol AB,https://kreditrapporten.se/kreditupplysning/5567859813/kymsol-ab,5567859813,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Stenungsund"">Stenungsund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stenungsunds Kommun"">Stenungsunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2453,Fjällbacka Utveckling AB,https://kreditrapporten.se/kreditupplysning/5566284526/fjallbacka-utveckling-ab,5566284526,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Tanums Kommun"">Tanums Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2454,Harena Holding AB,https://kreditrapporten.se/kreditupplysning/5590901095/harena-holding-ab,5590901095,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Strömstad"">Strömstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ale Kommun"">Ale Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2455,Kroginteriör i Skaraborg AB,https://kreditrapporten.se/kreditupplysning/5591422497/kroginterior-i-skaraborg-ab,5591422497,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-03 - <span title=""Företaget har postadress i Götene"">Götene</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Götene Kommun"">Götene Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2456,Beneteco Finans AB,https://kreditrapporten.se/kreditupplysning/5568162274/beneteco-finans-ab,5568162274,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-20 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2457,IMD Bygg & Transport AB,https://kreditrapporten.se/kreditupplysning/5565691614/imd-bygg-och-transport-ab,5565691614,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-03 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2458,NJS Management Consulting AB,https://kreditrapporten.se/kreditupplysning/5569435604/njs-management-consulting-ab,5569435604,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-17 - <span title=""Företaget har postadress i Uddevalla"">Uddevalla</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2459,Flyttfirma Göteborg AB,https://kreditrapporten.se/kreditupplysning/5591255517/flyttfirma-goteborg-ab,5591255517,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-21 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2460,World by Mouche AB,https://kreditrapporten.se/kreditupplysning/5591302582/world-by-mouche-ab,5591302582,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-20 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2461,lor121 invest Aktiebolag,https://kreditrapporten.se/kreditupplysning/5590667753/lor121-invest-aktiebolag,5590667753,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Borås"">Borås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2462,Frihamnen Marin Göteborg AB,https://kreditrapporten.se/kreditupplysning/5567395354/frihamnen-marin-goteborg-ab,5567395354,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-03 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2463,Vortex AB,https://kreditrapporten.se/kreditupplysning/5567762041/vortex-ab,5567762041,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-30 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2464,MMM Göteborg Skönhetscenter Aktiebolag,https://kreditrapporten.se/kreditupplysning/5569291528/mmm-goteborg-skonhetscenter-aktiebolag,5569291528,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-16 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2465,Schiftra AB,https://kreditrapporten.se/kreditupplysning/5569357345/schiftra-ab,5569357345,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-29 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2466,Olivedals Fastighetsutveckling AB,https://kreditrapporten.se/kreditupplysning/5563731131/olivedals-fastighetsutveckling-ab,5563731131,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-30 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2467,Allbäcks Försäljnings Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564614484/allbacks-forsaljnings-aktiebolag,5564614484,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-07 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2468,4Parts Bemanning AB,https://kreditrapporten.se/kreditupplysning/5569909020/4parts-bemanning-ab,5569909020,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-08 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2469,T Dalerstedt Holding AB,https://kreditrapporten.se/kreditupplysning/5569464802/t-dalerstedt-holding-ab,5569464802,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-24 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2470,Cargus Sälj AB,https://kreditrapporten.se/kreditupplysning/5591603237/cargus-salj-ab,5591603237,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-15 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2471,Gremlin Beer & Wine Bar AB,https://kreditrapporten.se/kreditupplysning/5591985170/gremlin-beer-och-wine-bar-ab,5591985170,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-07 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2472,Bygg Gest AB,https://kreditrapporten.se/kreditupplysning/5591921795/bygg-gest-ab,5591921795,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-27 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
2473,H5 Helsingborg AB,https://kreditrapporten.se/kreditupplysning/5592269491/h5-helsingborg-ab,5592269491,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-04-03 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
