,name,link,orgnr,info1,info2,info3
165,Jebril Taxi AB,https://kreditrapporten.se/kreditupplysning/5590171855/jebril-taxi-ab,5590171855,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 339 tkr - 4 anställda</div>"
166,Helsinge Lanthandel AB,https://kreditrapporten.se/kreditupplysning/5591547236/helsinge-lanthandel-ab,5591547236,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - <span title=""Företaget har postadress i Bergsjö"">Bergsjö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Nordanstigs Kommun"">Nordanstigs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 332 tkr - 1 anställda</div>"
167,Barber & Coffee Malmö AB,https://kreditrapporten.se/kreditupplysning/5590536669/barber-och-coffee-malmo-ab,5590536669,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 283 tkr - 3 anställda</div>"
168,Topp Invest Mälardalen AB,https://kreditrapporten.se/kreditupplysning/5590239868/topp-invest-malardalen-ab,5590239868,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Eskilstuna"">Eskilstuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Eskilstuna Kommun"">Eskilstuna Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 251 tkr - 0 anställda</div>"
169,Krogeriet AB,https://kreditrapporten.se/kreditupplysning/5591508352/krogeriet-ab,5591508352,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Årjäng"">Årjäng</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Årjängs Kommun"">Årjängs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 176 tkr - 5 anställda</div>"
170,Skräphämtarna Recycling Stockholm AB,https://kreditrapporten.se/kreditupplysning/5569129249/skraphamtarna-recycling-stockholm-ab,5569129249,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - <span title=""Företaget har postadress i Bromma"">Bromma</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ekerö Kommun"">Ekerö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 164 tkr - 5 anställda</div>"
171,Happy Construction AB,https://kreditrapporten.se/kreditupplysning/5568194376/happy-construction-ab,5568194376,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Huddinge Kommun"">Huddinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 159 tkr - 1 anställda</div>"
172,Scandinavian SIP Homes Fastigheter Nr. 11 AB,https://kreditrapporten.se/kreditupplysning/5591161780/scandinavian-sip-homes-fastigheter-nr--11-ab,5591161780,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 152 tkr - 0 anställda</div>"
173,Grisslinge Värdshus AB,https://kreditrapporten.se/kreditupplysning/5590982152/grisslinge-vardshus-ab,5590982152,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 135 tkr - 3 anställda</div>"
174,Jockes Allservice i Göteborg AB,https://kreditrapporten.se/kreditupplysning/5567060628/jockes-allservice-i-goteborg-ab,5567060628,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Hisings Backa"">Hisings Backa</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Halmstads Kommun"">Halmstads Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 116 tkr - 4 anställda</div>"
175,JP Electric AB,https://kreditrapporten.se/kreditupplysning/5569658627/jp-electric-ab,5569658627,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 102 tkr - 4 anställda</div>"
176,t&t information Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565396032/tocht-information-aktiebolag,5565396032,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - <span title=""Företaget har postadress i Kristianstad"">Kristianstad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kristianstads Kommun"">Kristianstads Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 036 tkr - 3 anställda</div>"
177,International Hairstudio M & R AB,https://kreditrapporten.se/kreditupplysning/5566451406/international-hairstudio-m-och-r-ab,5566451406,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 015 tkr - 4 anställda</div>"
178,Karlsängs IP AB,https://kreditrapporten.se/kreditupplysning/5566614482/karlsangs-ip-ab,5566614482,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - <span title=""Företaget har postadress i Örebro"">Örebro</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Nora Kommun"">Nora Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  2 008 tkr - 0 anställda</div>"
179,HS CARE AB,https://kreditrapporten.se/kreditupplysning/5591018642/hs-care-ab,5591018642,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Katrineholm"">Katrineholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Katrineholms Kommun"">Katrineholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 993 tkr - 0 anställda</div>"
180,JNN BYGG & RENOVERING AB,https://kreditrapporten.se/kreditupplysning/5569851842/jnn-bygg-och-renovering-ab,5569851842,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Trollhättan"">Trollhättan</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Vänersborgs Kommun"">Vänersborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 970 tkr - 1 anställda</div>"
181,Ohman & Zander AB,https://kreditrapporten.se/kreditupplysning/5569172991/ohman-och-zander-ab,5569172991,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 950 tkr - 1 anställda</div>"
182,VIP Autolease Transportservices AB,https://kreditrapporten.se/kreditupplysning/5590176755/vip-autolease-transportservices-ab,5590176755,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Växjö"">Växjö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Växjö Kommun"">Växjö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 891 tkr - 3 anställda</div>"
183,Wickström & Beckman AVV 1014 AB,https://kreditrapporten.se/kreditupplysning/5562519446/wickstrom-och-beckman-avv-1014-ab,5562519446,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Västerås"">Västerås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 875 tkr - 2 anställda</div>"
184,Sallie Invest AB,https://kreditrapporten.se/kreditupplysning/5568230535/sallie-invest-ab,5568230535,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Umeå"">Umeå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 867 tkr - 0 anställda</div>"
185,Better Footwear Sweden AB,https://kreditrapporten.se/kreditupplysning/5569765018/better-footwear-sweden-ab,5569765018,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Järfälla Kommun"">Järfälla Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 827 tkr - 3 anställda</div>"
186,by dornfeldt AB,https://kreditrapporten.se/kreditupplysning/5591261606/by-dornfeldt-ab,5591261606,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-29 - <span title=""Företaget har postadress i Östra Karup"">Östra Karup</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ängelholms Kommun"">Ängelholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 802 tkr - 2 anställda</div>"
187,Sapastäd AB,https://kreditrapporten.se/kreditupplysning/5568849409/sapastad-ab,5568849409,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lunds Kommun"">Lunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 799 tkr - 0 anställda</div>"
188,Bigg8 Bygg AB,https://kreditrapporten.se/kreditupplysning/5569071854/bigg8-bygg-ab,5569071854,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 796 tkr - 0 anställda</div>"
189,Nyköpings Fiberteknik AB,https://kreditrapporten.se/kreditupplysning/5590444559/nykopings-fiberteknik-ab,5590444559,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Nyköpings Kommun"">Nyköpings Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 762 tkr - 2 anställda</div>"
190,Droskan Transport i Uppsala AB,https://kreditrapporten.se/kreditupplysning/5567841944/droskan-transport-i-uppsala-ab,5567841944,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Uppsala Kommun"">Uppsala Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 758 tkr - 3 anställda</div>"
191,Hawbash Invest AB,https://kreditrapporten.se/kreditupplysning/5591035828/hawbash-invest-ab,5591035828,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 712 tkr - 2 anställda</div>"
192,Energi24 Sollefteå AB,https://kreditrapporten.se/kreditupplysning/5567319420/energi24-solleftea-ab,5567319420,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Sollefteå"">Sollefteå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Sollefteå Kommun"">Sollefteå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 711 tkr - 3 anställda</div>"
193,AB Med fötterna på jorden,https://kreditrapporten.se/kreditupplysning/5569692154/ab-med-fotterna-pa-jorden,5569692154,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Enköping"">Enköping</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Enköpings Kommun"">Enköpings Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 688 tkr - 2 anställda</div>"
194,Små Bubblor AB,https://kreditrapporten.se/kreditupplysning/5590708268/sma-bubblor-ab,5590708268,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 680 tkr - 4 anställda</div>"
195,Hästbert AB,https://kreditrapporten.se/kreditupplysning/5590636725/hastbert-ab,5590636725,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Vellinge"">Vellinge</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Vellinge Kommun"">Vellinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 658 tkr - 2 anställda</div>"
196,Liljber Visby AB,https://kreditrapporten.se/kreditupplysning/5569208555/liljber-visby-ab,5569208555,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - <span title=""Företaget har postadress i Visby"">Visby</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Region Gotland"">Region Gotland</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 648 tkr - 2 anställda</div>"
197,Wingi AB,https://kreditrapporten.se/kreditupplysning/5568748981/wingi-ab,5568748981,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Ängelholm"">Ängelholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ängelholms Kommun"">Ängelholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 579 tkr - 1 anställda</div>"
198,KP Importservice AB,https://kreditrapporten.se/kreditupplysning/5569453094/kp-importservice-ab,5569453094,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Dösjebro"">Dösjebro</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kävlinge Kommun"">Kävlinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 553 tkr - 0 anställda</div>"
199,Italienska Smaker i Sverige AB,https://kreditrapporten.se/kreditupplysning/5569068256/italienska-smaker-i-sverige-ab,5569068256,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 544 tkr - 1 anställda</div>"
200,LVP International AB,https://kreditrapporten.se/kreditupplysning/5590157300/lvp-international-ab,5590157300,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 538 tkr - 1 anställda</div>"
201,Bergkvist i Torsåker AB,https://kreditrapporten.se/kreditupplysning/5569195554/bergkvist-i-torsaker-ab,5569195554,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Torsåker"">Torsåker</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Gävle Kommun"">Gävle Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 520 tkr - 0 anställda</div>"
202,Betong & Cement i Norden Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564916251/betong-och-cement-i-norden-aktiebolag,5564916251,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - <span title=""Företaget har postadress i Borås"">Borås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Borås Kommun"">Borås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 514 tkr - 3 anställda</div>"
203,Redivivus AB,https://kreditrapporten.se/kreditupplysning/5590053749/redivivus-ab,5590053749,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - <span title=""Företaget har postadress i Västerås"">Västerås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 513 tkr - 3 anställda</div>"
204,A & M Flytt & Pianotransport Aktiebolag,https://kreditrapporten.se/kreditupplysning/5566653936/a-och-m-flytt-och-pianotransport-aktiebolag,5566653936,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - <span title=""Företaget har postadress i Sigtuna"">Sigtuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 506 tkr - 3 anställda</div>"
205,Organizer Services Europe AB,https://kreditrapporten.se/kreditupplysning/5569571002/organizer-services-europe-ab,5569571002,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - <span title=""Företaget har postadress i Huddinge"">Huddinge</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Huddinge Kommun"">Huddinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 500 tkr - 3 anställda</div>"
206,Vård for you Sverige AB,https://kreditrapporten.se/kreditupplysning/5590259353/vard-for-you-sverige-ab,5590259353,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Kista"">Kista</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 500 tkr - 4 anställda</div>"
207,Nokarius Egna AB,https://kreditrapporten.se/kreditupplysning/5590721170/nokarius-egna-ab,5590721170,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - <span title=""Företaget har postadress i Gävle"">Gävle</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Gävle Kommun"">Gävle Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 478 tkr - 0 anställda</div>"
208,Hopsie Daisy Brewing Company AB,https://kreditrapporten.se/kreditupplysning/5590213848/hopsie-daisy-brewing-company-ab,5590213848,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Gävle"">Gävle</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Gävle Kommun"">Gävle Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 476 tkr - 0 anställda</div>"
209,Onehire AB,https://kreditrapporten.se/kreditupplysning/5564892296/onehire-ab,5564892296,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Kullavik"">Kullavik</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kungsbacka Kommun"">Kungsbacka Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 466 tkr - 2 anställda</div>"
210,Acevedo & Petersson rosteri AB,https://kreditrapporten.se/kreditupplysning/5591053771/acevedo-och-petersson-rosteri-ab,5591053771,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 451 tkr - 0 anställda</div>"
211,Enköpings Bilcenter AB,https://kreditrapporten.se/kreditupplysning/5591144489/enkopings-bilcenter-ab,5591144489,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - <span title=""Företaget har postadress i Enköping"">Enköping</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Enköpings Kommun"">Enköpings Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 450 tkr - 0 anställda</div>"
212,Canus Consulting AB,https://kreditrapporten.se/kreditupplysning/5569789281/canus-consulting-ab,5569789281,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Tyresö"">Tyresö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Tyresö Kommun"">Tyresö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 428 tkr - 1 anställda</div>"
213,Deis AB,https://kreditrapporten.se/kreditupplysning/5569878365/deis-ab,5569878365,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Huddinge Kommun"">Huddinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 426 tkr - 0 anställda</div>"
214,Granitti Natursten AB,https://kreditrapporten.se/kreditupplysning/5565197810/granitti-natursten-ab,5565197810,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Piteå"">Piteå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Piteå Kommun"">Piteå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 379 tkr - 2 anställda</div>"
215,Lepito AB,https://kreditrapporten.se/kreditupplysning/5566809728/lepito-ab,5566809728,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Märsta"">Märsta</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Sigtuna Kommun"">Sigtuna Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 376 tkr - 2 anställda</div>"
216,NB Resor Aktiebolag,https://kreditrapporten.se/kreditupplysning/5566255641/nb-resor-aktiebolag,5566255641,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Falkenbergs Kommun"">Falkenbergs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 365 tkr - 2 anställda</div>"
217,Grundvattenteknik i Varberg Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565996690/grundvattenteknik-i-varberg-aktiebolag,5565996690,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Varbergs Kommun"">Varbergs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 359 tkr - 1 anställda</div>"
218,PizzaMax Gärdet AB,https://kreditrapporten.se/kreditupplysning/5590774237/pizzamax-gardet-ab,5590774237,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 319 tkr - 2 anställda</div>"
219,RIIPIS RÖJNING AB,https://kreditrapporten.se/kreditupplysning/5567696629/riipis-rojning-ab,5567696629,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - <span title=""Företaget har postadress i Nora"">Nora</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Nora Kommun"">Nora Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  1 283 tkr - 3 anställda</div>"
