name,link,orgnr,info1,info2,date,ort,revenue,employees
Lea No 7 AB,https://kreditrapporten.se/kreditupplysning/5590992821,5590992821,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   829 tkr - 1 anställda</div>",2020-01-13,Stockholm, 829 tkr, 1
Legenden Chemicals AB,https://kreditrapporten.se/kreditupplysning/5567373633,5567373633,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Johanneshov</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   828 tkr - 1 anställda</div>",2020-01-24,Johanneshov, 828 tkr, 1
SkanKemi Aktiebolag,https://kreditrapporten.se/kreditupplysning/5562929330,5562929330,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   802 tkr - 2 anställda</div>",2020-01-08,Malmö, 802 tkr, 2
Tyg & Garnparadiset Aktiebolag,https://kreditrapporten.se/kreditupplysning/5591065536,5591065536,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - Karlskrona</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   799 tkr - 1 anställda</div>",2020-01-20,Karlskrona, 799 tkr, 1
Puttes Allservice i Ängelholm AB,https://kreditrapporten.se/kreditupplysning/5569352213,5569352213,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Ängelholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   799 tkr - 2 anställda</div>",2020-01-08,Ängelholm, 799 tkr, 2
Svensk fastighet & Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5569700577,5569700577,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   793 tkr - 1 anställda</div>",2020-01-02,Stockholm, 793 tkr, 1
Fagersta Brinken 2 AB,https://kreditrapporten.se/kreditupplysning/5591054076,5591054076,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   793 tkr - 0 anställda</div>",2020-01-31,Stockholm, 793 tkr, 0
Internationell Press & Spel i Landskrona AB,https://kreditrapporten.se/kreditupplysning/5565657805,5565657805,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - Landskrona</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   775 tkr - 1 anställda</div>",2020-01-23,Landskrona, 775 tkr, 1
Threestar Marina AB,https://kreditrapporten.se/kreditupplysning/5569597452,5569597452,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   758 tkr - 0 anställda</div>",2020-01-31,Stockholm, 758 tkr, 0
Pharmacare Of Sweden AB,https://kreditrapporten.se/kreditupplysning/5590026331,5590026331,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Jönköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   746 tkr - 1 anställda</div>",2020-01-31,Jönköping, 746 tkr, 1
Hundvis Hundskola AB,https://kreditrapporten.se/kreditupplysning/5569018392,5569018392,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Luleå</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   742 tkr - 1 anställda</div>",2020-01-31,Luleå, 742 tkr, 1
Braås Livs AB,https://kreditrapporten.se/kreditupplysning/5591331656,5591331656,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Braås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   736 tkr - 0 anställda</div>",2020-01-07,Braås, 736 tkr, 0
Byggservice Naderson AB,https://kreditrapporten.se/kreditupplysning/5568910672,5568910672,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   719 tkr - 1 anställda</div>",2020-01-17,Göteborg, 719 tkr, 1
Bfmt Facility Services Ab,https://kreditrapporten.se/kreditupplysning/5569715559,5569715559,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Ängelholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   692 tkr - 1 anställda</div>",2020-01-07,Ängelholm, 692 tkr, 1
ESTHER Stockholm AB,https://kreditrapporten.se/kreditupplysning/5569556300,5569556300,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   689 tkr - 0 anställda</div>",2020-01-28,Stockholm, 689 tkr, 0
Marklunden Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5563789071,5563789071,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Älmhult</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   673 tkr - 1 anställda</div>",2020-01-31,Älmhult, 673 tkr, 1
Jamiibora Scandinavia AB,https://kreditrapporten.se/kreditupplysning/5567076269,5567076269,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   660 tkr - 0 anställda</div>",2020-01-31,Uppsala, 660 tkr, 0
Rydén Design o. Teknik Aktiebolag,https://kreditrapporten.se/kreditupplysning/5561439851,5561439851,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   645 tkr - 0 anställda</div>",2020-01-24,Malmö, 645 tkr, 0
ALIS Friends pizzeria & restaurang AB,https://kreditrapporten.se/kreditupplysning/5591191159,5591191159,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - Helsingborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   633 tkr - 0 anställda</div>",2020-01-20,Helsingborg, 633 tkr, 0
Mitnick Sweden AB,https://kreditrapporten.se/kreditupplysning/5568880347,5568880347,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Skänninge</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   626 tkr - 1 anställda</div>",2020-01-21,Skänninge, 626 tkr, 1
Madano AB,https://kreditrapporten.se/kreditupplysning/5569076754,5569076754,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   611 tkr - 0 anställda</div>",2020-01-02,Malmö, 611 tkr, 0
Larnes Systems AB,https://kreditrapporten.se/kreditupplysning/5590881479,5590881479,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Åmotfors</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   597 tkr - 1 anställda</div>",2020-01-07,Åmotfors, 597 tkr, 1
Superflytt & Städ i Norrköping AB,https://kreditrapporten.se/kreditupplysning/5568501448,5568501448,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   564 tkr - 2 anställda</div>",2020-01-09,Malmö, 564 tkr, 2
Dromona konsult AB,https://kreditrapporten.se/kreditupplysning/5568329022,5568329022,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   539 tkr - 0 anställda</div>",2020-01-02,Stockholm, 539 tkr, 0
Bowls Sport & Fritid AB,https://kreditrapporten.se/kreditupplysning/5568123128,5568123128,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Grebbestad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   524 tkr - 0 anställda</div>",2020-01-16,Grebbestad, 524 tkr, 0
Call 9-1-1 Ab,https://kreditrapporten.se/kreditupplysning/5565070645,5565070645,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Åkersberga</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   501 tkr - 1 anställda</div>",2020-01-07,Åkersberga, 501 tkr, 1
Siems SISC AB,https://kreditrapporten.se/kreditupplysning/5591242549,5591242549,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Lund</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   499 tkr - 3 anställda</div>",2020-01-07,Lund, 499 tkr, 3
Artoz Bygg AB,https://kreditrapporten.se/kreditupplysning/5590049598,5590049598,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Långshyttan</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   494 tkr - 0 anställda</div>",2020-01-16,Långshyttan, 494 tkr, 0
Winterboren Framtids Aktiebolag,https://kreditrapporten.se/kreditupplysning/5590044946,5590044946,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-29 - Löddeköpinge</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   491 tkr - 1 anställda</div>",2020-01-29,Löddeköpinge, 491 tkr, 1
JKM Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5567179642,5567179642,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Saltsjö-Boo</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   485 tkr - 0 anställda</div>",2020-01-07,Saltsjö-Boo, 485 tkr, 0
Krokslätts Måleri AB,https://kreditrapporten.se/kreditupplysning/5591588362,5591588362,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Mölndal</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   478 tkr - 1 anställda</div>",2020-01-09,Mölndal, 478 tkr, 1
Stagårds Fastighets AB,https://kreditrapporten.se/kreditupplysning/5568171606,5568171606,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - Jönköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   475 tkr - 0 anställda</div>",2020-01-10,Jönköping, 475 tkr, 0
KAR Ink AB,https://kreditrapporten.se/kreditupplysning/5567562458,5567562458,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Landskrona</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   473 tkr - 0 anställda</div>",2020-01-08,Landskrona, 473 tkr, 0
Elfviksvarvet Aktiebolag,https://kreditrapporten.se/kreditupplysning/5561180331,5561180331,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Lidingö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   470 tkr - 1 anställda</div>",2020-01-15,Lidingö, 470 tkr, 1
Lär Kan Konferens AB,https://kreditrapporten.se/kreditupplysning/5567784797,5567784797,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - Kramfors</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   469 tkr - 1 anställda</div>",2020-01-28,Kramfors, 469 tkr, 1
UltimAir AB,https://kreditrapporten.se/kreditupplysning/5568198823,5568198823,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   467 tkr - 1 anställda</div>",2020-01-24,Uppsala, 467 tkr, 1
Hagas.nu Miljö & Bygg i Göteborg AB,https://kreditrapporten.se/kreditupplysning/5561146233,5561146233,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   464 tkr - 1 anställda</div>",2020-01-21,Göteborg, 464 tkr, 1
Aspect Åkersberga 2016:12 Projekt AB,https://kreditrapporten.se/kreditupplysning/5590860184,5590860184,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   460 tkr - 0 anställda</div>",2020-01-21,Stockholm, 460 tkr, 0
Buskbo Gård AB,https://kreditrapporten.se/kreditupplysning/5569840704,5569840704,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Sundborn</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   456 tkr - 1 anställda</div>",2020-01-14,Sundborn, 456 tkr, 1
PNP Scandinavia AB,https://kreditrapporten.se/kreditupplysning/5568403793,5568403793,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - Linköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   453 tkr - 2 anställda</div>",2020-01-20,Linköping, 453 tkr, 2
Excellence Education of Sweden AB,https://kreditrapporten.se/kreditupplysning/5568110133,5568110133,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Norrtälje</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   437 tkr - 0 anställda</div>",2020-01-08,Norrtälje, 437 tkr, 0
Par VVS Service AB,https://kreditrapporten.se/kreditupplysning/5568239387,5568239387,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Lund</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   436 tkr - 0 anställda</div>",2020-01-24,Lund, 436 tkr, 0
Fitness Club Hälsa och Friskvård i Sundbyberg AB,https://kreditrapporten.se/kreditupplysning/5566396270,5566396270,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - Kista</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   429 tkr - 1 anställda</div>",2020-01-10,Kista, 429 tkr, 1
Stationsgatans tandvård AB,https://kreditrapporten.se/kreditupplysning/5567296321,5567296321,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - Sandviken</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   418 tkr - 0 anställda</div>",2020-01-27,Sandviken, 418 tkr, 0
Vegan Groceries Sverige AB,https://kreditrapporten.se/kreditupplysning/5591843833,5591843833,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Hallstahammar</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   407 tkr - 1 anställda</div>",2020-01-15,Hallstahammar, 407 tkr, 1
Lankinyens entreprenad AB,https://kreditrapporten.se/kreditupplysning/5590647615,5590647615,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - Älmhult</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   402 tkr - 1 anställda</div>",2020-01-23,Älmhult, 402 tkr, 1
Sonhult Service AB,https://kreditrapporten.se/kreditupplysning/5568813603,5568813603,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Hyltebruk</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   401 tkr - 1 anställda</div>",2020-01-24,Hyltebruk, 401 tkr, 1
Julius G. Badrum Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5568276660,5568276660,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Saltsjöbaden</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   391 tkr - 0 anställda</div>",2020-01-22,Saltsjöbaden, 391 tkr, 0
RJ Konsult & Transport i Södertälje AB,https://kreditrapporten.se/kreditupplysning/5569273591,5569273591,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   391 tkr - 0 anställda</div>",2020-01-16,Stockholm, 391 tkr, 0
CH Försäljning i Värnamo AB,https://kreditrapporten.se/kreditupplysning/5566724380,5566724380,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Värnamo</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   387 tkr - 0 anställda</div>",2020-01-21,Värnamo, 387 tkr, 0
FNKY Europe AB,https://kreditrapporten.se/kreditupplysning/5569702789,5569702789,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - Strömstad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   367 tkr - 1 anställda</div>",2020-01-13,Strömstad, 367 tkr, 1
Mikrofinanshuset Invest 2012 AB,https://kreditrapporten.se/kreditupplysning/5568976285,5568976285,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   361 tkr - 0 anställda</div>",2020-01-31,Uppsala, 361 tkr, 0
NLS design AB,https://kreditrapporten.se/kreditupplysning/5565884631,5565884631,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   338 tkr - 1 anställda</div>",2020-01-22,Uppsala, 338 tkr, 1
Yochasthlm Ab,https://kreditrapporten.se/kreditupplysning/5590560016,5590560016,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Nacka</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   318 tkr - 1 anställda</div>",2020-01-08,Nacka, 318 tkr, 1
5AVE Aktiebolag,https://kreditrapporten.se/kreditupplysning/5569131369,5569131369,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Hovås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   303 tkr - 1 anställda</div>",2020-01-17,Hovås, 303 tkr, 1
BTT Sweden AB,https://kreditrapporten.se/kreditupplysning/5590487103,5590487103,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   300 tkr - 0 anställda</div>",2020-01-10,Stockholm, 300 tkr, 0
Green Food Interactive i Stockholm AB,https://kreditrapporten.se/kreditupplysning/5568461122,5568461122,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Saltsjöbaden</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   298 tkr - 0 anställda</div>",2020-01-22,Saltsjöbaden, 298 tkr, 0
C Lyden Trading AB,https://kreditrapporten.se/kreditupplysning/5568198336,5568198336,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Västra Frölunda</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   296 tkr - 0 anställda</div>",2020-01-08,Västra Frölunda, 296 tkr, 0
Asfalt Support i Stockholm AB,https://kreditrapporten.se/kreditupplysning/5591500482,5591500482,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Kungens Kurva</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   281 tkr - 1 anställda</div>",2020-01-08,Kungens Kurva, 281 tkr, 1
Husagenturen Sverige AB,https://kreditrapporten.se/kreditupplysning/5566312988,5566312988,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Norrköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   280 tkr - 1 anställda</div>",2020-01-22,Norrköping, 280 tkr, 1
Bängling Måleri AB,https://kreditrapporten.se/kreditupplysning/5590918206,5590918206,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Sundsvall</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   272 tkr - 0 anställda</div>",2020-01-22,Sundsvall, 272 tkr, 0
Swedeplate i Gnosjö AB,https://kreditrapporten.se/kreditupplysning/5564774171,5564774171,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-29 - Gnosjö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   254 tkr - 0 anställda</div>",2020-01-29,Gnosjö, 254 tkr, 0
Brodalens Kök AB,https://kreditrapporten.se/kreditupplysning/5590905989,5590905989,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Lidköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   254 tkr - 3 anställda</div>",2020-01-07,Lidköping, 254 tkr, 3
Jamiibora Nordic AB,https://kreditrapporten.se/kreditupplysning/5567903272,5567903272,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   235 tkr - 0 anställda</div>",2020-01-31,Uppsala, 235 tkr, 0
Storskogen Fastigheter I Gävle AB,https://kreditrapporten.se/kreditupplysning/5568523855,5568523855,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Gävle</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   233 tkr - 0 anställda</div>",2020-01-30,Gävle, 233 tkr, 0
Jerkas Betong o Anläggning AB,https://kreditrapporten.se/kreditupplysning/5591078281,5591078281,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Mölndal</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   224 tkr - 0 anställda</div>",2020-01-14,Mölndal, 224 tkr, 0
RAIRE Invest AB (publ),https://kreditrapporten.se/kreditupplysning/5568025612,5568025612,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-29 - Helsingborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   222 tkr - 0 anställda</div>",2020-01-29,Helsingborg, 222 tkr, 0
Dubois Skönhet & Laserklinik AB,https://kreditrapporten.se/kreditupplysning/5590334974,5590334974,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - Vällingby</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   211 tkr - 0 anställda</div>",2020-01-27,Vällingby, 211 tkr, 0
Advokatfirma Per Svensson AB,https://kreditrapporten.se/kreditupplysning/5569215923,5569215923,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Njurunda</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   204 tkr - 1 anställda</div>",2020-01-03,Njurunda, 204 tkr, 1
Shoppy Group AB (publ),https://kreditrapporten.se/kreditupplysning/5569175507,5569175507,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - Borås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   202 tkr - 7 anställda</div>",2020-01-02,Borås, 202 tkr, 7
AV Botkyrka AB,https://kreditrapporten.se/kreditupplysning/5569962110,5569962110,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   195 tkr - 1 anställda</div>",2020-01-09,Stockholm, 195 tkr, 1
Morbra AB,https://kreditrapporten.se/kreditupplysning/5564668043,5564668043,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   192 tkr - 1 anställda</div>",2020-01-09,Stockholm, 192 tkr, 1
Urbanis Sweden AB,https://kreditrapporten.se/kreditupplysning/5568681943,5568681943,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   181 tkr - 0 anställda</div>",2020-01-31,Uppsala, 181 tkr, 0
A-gruppen Partners AB,https://kreditrapporten.se/kreditupplysning/5590966668,5590966668,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   179 tkr - 1 anställda</div>",2020-01-30,Stockholm, 179 tkr, 1
Nordic Trade Network AB,https://kreditrapporten.se/kreditupplysning/5563421188,5563421188,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   169 tkr - 4 anställda</div>",2020-01-31,Stockholm, 169 tkr, 4
Husbyggar'n i Sollentuna AB,https://kreditrapporten.se/kreditupplysning/5590620257,5590620257,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - Sollentuna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   160 tkr - 0 anställda</div>",2020-01-20,Sollentuna, 160 tkr, 0
Norfonds AB,https://kreditrapporten.se/kreditupplysning/5590580378,5590580378,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   150 tkr - 2 anställda</div>",2020-01-14,Stockholm, 150 tkr, 2
Perukiosken i Västervik Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565945911,5565945911,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-29 - Västervik</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   141 tkr - 1 anställda</div>",2020-01-29,Västervik, 141 tkr, 1
Skåne Business School AB,https://kreditrapporten.se/kreditupplysning/5590930912,5590930912,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   127 tkr - 0 anställda</div>",2020-01-08,Malmö, 127 tkr, 0
Nämforsen Keramik AB,https://kreditrapporten.se/kreditupplysning/5590935093,5590935093,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - Junsele</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   118 tkr - 1 anställda</div>",2020-01-10,Junsele, 118 tkr, 1
Kronan 22 AB,https://kreditrapporten.se/kreditupplysning/5567580427,5567580427,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   113 tkr - 0 anställda</div>",2020-01-03,Stockholm, 113 tkr, 0
Jovit Bygg Ab,https://kreditrapporten.se/kreditupplysning/5590681077,5590681077,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Muskö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   110 tkr - 1 anställda</div>",2020-01-31,Muskö, 110 tkr, 1
Politigruppen AB,https://kreditrapporten.se/kreditupplysning/5566527700,5566527700,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   103 tkr - 1 anställda</div>",2020-01-14,Uppsala, 103 tkr, 1
