name,link,orgnr,info1,info2,date,ort,revenue,employees
KBF Nordic Invest AB,https://kreditrapporten.se/kreditupplysning/5590802277,5590802277,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-28 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-28,Malmö, 0 kr, 0
Linnégatans Florist Blomsterverkstaden AB,https://kreditrapporten.se/kreditupplysning/5566098249,5566098249,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-26 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-26,Malmö, 0 kr, 0
Håkanköps Veterinärpraktik AB,https://kreditrapporten.se/kreditupplysning/5566567912,5566567912,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Malmö, 0 kr, 0
Teib Ab,https://kreditrapporten.se/kreditupplysning/5567130876,5567130876,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>",2020-05-15,Malmö, 0 kr, 1
Bilprovningsgruppen Malmö AB,https://kreditrapporten.se/kreditupplysning/5569374449,5569374449,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-22 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-22,Malmö, 0 kr, 0
BCE Gruppen AB,https://kreditrapporten.se/kreditupplysning/5568824642,5568824642,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-14 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-14,Malmö, 0 kr, 0
SCC Rådgivning i Skåne AB,https://kreditrapporten.se/kreditupplysning/5568752744,5568752744,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Malmö, 0 kr, 0
Hydrokinetic Energy Sweden AB,https://kreditrapporten.se/kreditupplysning/5568172018,5568172018,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Malmö, 0 kr, 0
4an Malmö Lilla Torg AB,https://kreditrapporten.se/kreditupplysning/5568617004,5568617004,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Malmö, 0 kr, 0
Foodism AB,https://kreditrapporten.se/kreditupplysning/5568591175,5568591175,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-08 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-08,Malmö, 0 kr, 0
ModIQ AB,https://kreditrapporten.se/kreditupplysning/5568563661,5568563661,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-19 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-19,Malmö, 0 kr, 0
WS99 Trading AB,https://kreditrapporten.se/kreditupplysning/5591517189,5591517189,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-26 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-26,Malmö, 0 kr, 0
Christopher Petersson AB,https://kreditrapporten.se/kreditupplysning/5591463392,5591463392,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Malmö, 0 kr, 0
Hoang Nguyen AB,https://kreditrapporten.se/kreditupplysning/5591457212,5591457212,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Malmö, 0 kr, 0
Bilyou&company AB,https://kreditrapporten.se/kreditupplysning/5591469951,5591469951,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Malmö, 0 kr, 0
Nyxian AB,https://kreditrapporten.se/kreditupplysning/5591587992,5591587992,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Malmö, 0 kr, 0
Endure and Prevail AB,https://kreditrapporten.se/kreditupplysning/5591667844,5591667844,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Malmö, 0 kr, 0
AB sinth,https://kreditrapporten.se/kreditupplysning/5568672066,5568672066,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-26 - Tomelilla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-26,Tomelilla, 0 kr, 0
AB Blå spiral,https://kreditrapporten.se/kreditupplysning/5567754592,5567754592,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-26 - Tomelilla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-26,Tomelilla, 0 kr, 0
Valte AB,https://kreditrapporten.se/kreditupplysning/5569621500,5569621500,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Ystad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-15,Ystad, 0 kr, 0
Röda Ring Gruppen AB,https://kreditrapporten.se/kreditupplysning/5590145891,5590145891,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-27 - Halmstad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-27,Halmstad, 0 kr, 0
Violas Sagolika Butik AB,https://kreditrapporten.se/kreditupplysning/5566427539,5566427539,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-25 - Varberg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-25,Varberg, 0 kr, 0
Andrimner Capital AB,https://kreditrapporten.se/kreditupplysning/5569821985,5569821985,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-14 - Alingsås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-14,Alingsås, 0 kr, 0
Skandora AB,https://kreditrapporten.se/kreditupplysning/5569007544,5569007544,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Alingsås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Alingsås, 0 kr, 0
Megleren AB,https://kreditrapporten.se/kreditupplysning/5591445100,5591445100,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-14 - Alingsås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-14,Alingsås, 0 kr, 0
Carnemumma Holding AB,https://kreditrapporten.se/kreditupplysning/5591310791,5591310791,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-25 - Angered</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-25,Angered, 0 kr, 0
Nova Personal AB,https://kreditrapporten.se/kreditupplysning/5591248751,5591248751,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-28 - Borås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-28,Borås, 0 kr, 0
Ordnad Avveckling 2014 AB,https://kreditrapporten.se/kreditupplysning/5569937138,5569937138,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-13 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-13,Göteborg, 0 kr, 0
M Optik i Ronneby AB,https://kreditrapporten.se/kreditupplysning/5590477492,5590477492,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Göteborg, 0 kr, 0
Markarian Invest AB,https://kreditrapporten.se/kreditupplysning/5590408398,5590408398,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Göteborg, 0 kr, 0
La cazona AB,https://kreditrapporten.se/kreditupplysning/5569855686,5569855686,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Göteborg, 0 kr, 0
ReRobots AB,https://kreditrapporten.se/kreditupplysning/5569789836,5569789836,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Göteborg, 0 kr, 0
Hedens Fysio AB,https://kreditrapporten.se/kreditupplysning/5569591935,5569591935,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-13 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>",2020-05-13,Göteborg, 0 kr, 1
Matlogistiksystem Invest Nordic Aktiebolag,https://kreditrapporten.se/kreditupplysning/5569570061,5569570061,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-06 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>",2020-05-06,Göteborg, 0 kr, 1
Väst Göta Hem AB,https://kreditrapporten.se/kreditupplysning/5591174395,5591174395,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-08 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-08,Göteborg, 0 kr, 0
BläckOut AB,https://kreditrapporten.se/kreditupplysning/5591215172,5591215172,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-28 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-28,Göteborg, 0 kr, 0
Teambogruppen AB,https://kreditrapporten.se/kreditupplysning/5590982897,5590982897,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Göteborg, 0 kr, 0
BEAR BROTHERS Bygg AB,https://kreditrapporten.se/kreditupplysning/5591308290,5591308290,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-15,Göteborg, 0 kr, 0
Kronholms Bygg & Trädgård AB,https://kreditrapporten.se/kreditupplysning/5591303358,5591303358,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-05 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-05,Göteborg, 0 kr, 0
iLabse AB,https://kreditrapporten.se/kreditupplysning/5591313712,5591313712,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-15,Göteborg, 0 kr, 0
Melcare Group AB,https://kreditrapporten.se/kreditupplysning/5591420756,5591420756,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Göteborg, 0 kr, 0
ADI Industrial Solution AB,https://kreditrapporten.se/kreditupplysning/5591443196,5591443196,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-15,Göteborg, 0 kr, 0
Hisingens Mark & Trädgård AB,https://kreditrapporten.se/kreditupplysning/5590609052,5590609052,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Göteborg, 0 kr, 0
Al Nordic Exchange Group AB,https://kreditrapporten.se/kreditupplysning/5590676135,5590676135,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-15 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-15,Göteborg, 0 kr, 0
AB Zabil,https://kreditrapporten.se/kreditupplysning/5569394686,5569394686,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-29 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-29,Göteborg, 0 kr, 0
Concepcion Holding AB,https://kreditrapporten.se/kreditupplysning/5568209513,5568209513,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Göteborg, 0 kr, 0
Yuppie Fashion Aktiebolag,https://kreditrapporten.se/kreditupplysning/5562891167,5562891167,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Göteborg, 0 kr, 0
Infonova AB,https://kreditrapporten.se/kreditupplysning/5564085248,5564085248,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-05 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-05,Göteborg, 0 kr, 0
EuroDoctor AB,https://kreditrapporten.se/kreditupplysning/5567105100,5567105100,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 1 anställda</div>",2020-05-04,Göteborg, 0 kr, 1
J.S.L.O. Holding AB,https://kreditrapporten.se/kreditupplysning/5566621388,5566621388,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Göteborg, 0 kr, 0
Gabbes Groupp I Göteborg Ab,https://kreditrapporten.se/kreditupplysning/5591710164,5591710164,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Göteborg, 0 kr, 0
Atterholm International AB,https://kreditrapporten.se/kreditupplysning/5591695779,5591695779,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-26 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-26,Göteborg, 0 kr, 0
Bygg & Ställning i Lindome AB,https://kreditrapporten.se/kreditupplysning/5591473714,5591473714,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-20 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-20,Göteborg, 0 kr, 0
Coverhall Sweden AB,https://kreditrapporten.se/kreditupplysning/5591469332,5591469332,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-13 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-13,Göteborg, 0 kr, 0
Bbq toffi AB,https://kreditrapporten.se/kreditupplysning/5592019052,5592019052,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Göteborg, 0 kr, 0
Omnius Omsorg AB,https://kreditrapporten.se/kreditupplysning/5591980940,5591980940,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Göteborg, 0 kr, 0
Arkfast 5 AB,https://kreditrapporten.se/kreditupplysning/5566125042,5566125042,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-14 - Kinna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-14,Kinna, 0 kr, 0
Blush Sverige AB,https://kreditrapporten.se/kreditupplysning/5592118185,5592118185,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Lindome</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Lindome, 0 kr, 0
Alisona Ab,https://kreditrapporten.se/kreditupplysning/5591246623,5591246623,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Mariestad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Mariestad, 0 kr, 0
Tinway AB,https://kreditrapporten.se/kreditupplysning/5590851787,5590851787,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-20 - Mölndal</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-20,Mölndal, 0 kr, 0
Superette AB,https://kreditrapporten.se/kreditupplysning/5592486236,5592486236,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Mölndal</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Mölndal, 0 kr, 0
Grand Trading Sweden AB,https://kreditrapporten.se/kreditupplysning/5591790885,5591790885,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Pixbo</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Pixbo, 0 kr, 0
Eurotravel Sports Sweden AB,https://kreditrapporten.se/kreditupplysning/5567597694,5567597694,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-14 - Sandared</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-14,Sandared, 0 kr, 0
Hacking Language Learning AB,https://kreditrapporten.se/kreditupplysning/5590358510,5590358510,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-13 - Sävedalen</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-13,Sävedalen, 0 kr, 0
Women's Sportswear Sweden AB,https://kreditrapporten.se/kreditupplysning/5568687270,5568687270,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-06 - Trollhättan</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-06,Trollhättan, 0 kr, 0
Sabbah & Alsoufi Services Ab,https://kreditrapporten.se/kreditupplysning/5591486005,5591486005,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-28 - Trollhättan</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-28,Trollhättan, 0 kr, 0
Klostergaarden Marina AB,https://kreditrapporten.se/kreditupplysning/5591477343,5591477343,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Uddevalla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Uddevalla, 0 kr, 0
PT Romek Fitness Team AB,https://kreditrapporten.se/kreditupplysning/5591955884,5591955884,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-29 - Uddevalla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-29,Uddevalla, 0 kr, 0
Brav & Knippléns Kök AB,https://kreditrapporten.se/kreditupplysning/5569643454,5569643454,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-08 - Uddevalla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-08,Uddevalla, 0 kr, 0
Terra Forma Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5591759666,5591759666,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-22 - Åmål</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-22,Åmål, 0 kr, 0
Al sidra trading AB,https://kreditrapporten.se/kreditupplysning/5590342498,5590342498,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Kristinehamn</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Kristinehamn, 0 kr, 0
TactileMed Sweden AB,https://kreditrapporten.se/kreditupplysning/5569953531,5569953531,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Munkfors</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Munkfors, 0 kr, 0
Pensionat Lungsund & Camping AB,https://kreditrapporten.se/kreditupplysning/5591693642,5591693642,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-20 - Storfors</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-20,Storfors, 0 kr, 0
LTT i Värmland AB,https://kreditrapporten.se/kreditupplysning/5566548433,5566548433,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Sunne</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Sunne, 0 kr, 0
Säffle Plåt Holding AB,https://kreditrapporten.se/kreditupplysning/5591481311,5591481311,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-27 - Säffle</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-27,Säffle, 0 kr, 0
Restaurang FFK AB,https://kreditrapporten.se/kreditupplysning/5591753487,5591753487,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Karlskoga</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Karlskoga, 0 kr, 0
Prisma Bar & Kök AB,https://kreditrapporten.se/kreditupplysning/5591771547,5591771547,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-07 - Örebro</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-07,Örebro, 0 kr, 0
Nordisk Biobränsle AB,https://kreditrapporten.se/kreditupplysning/5569862864,5569862864,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-12 - Örebro</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-12,Örebro, 0 kr, 0
Phoneking Försäljning Sverige AB,https://kreditrapporten.se/kreditupplysning/5569872285,5569872285,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-27 - Örebro</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-27,Örebro, 0 kr, 0
4R Racing AB,https://kreditrapporten.se/kreditupplysning/5590085436,5590085436,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-11 - Arboga</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-11,Arboga, 0 kr, 0
Evergreen Concept AB,https://kreditrapporten.se/kreditupplysning/5591913693,5591913693,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-27 - Köping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-27,Köping, 0 kr, 0
Törnberg Holding AB,https://kreditrapporten.se/kreditupplysning/5568072382,5568072382,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-06 - Västerås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-06,Västerås, 0 kr, 0
Rodex Holding AB,https://kreditrapporten.se/kreditupplysning/5569839144,5569839144,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Västerås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Västerås, 0 kr, 0
Rodec AB,https://kreditrapporten.se/kreditupplysning/5569839151,5569839151,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-04 - Västerås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-04,Västerås, 0 kr, 0
People2Work AB,https://kreditrapporten.se/kreditupplysning/5569740656,5569740656,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-29 - Västerås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-29,Västerås, 0 kr, 0
Nöjen i Västerås AB,https://kreditrapporten.se/kreditupplysning/5592075708,5592075708,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-05-18 - Västerås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-05-18,Västerås, 0 kr, 0
